task_number,n,confidence_threshold,total_accuracy,total_precision,total_recall,total_f1-score,total_threshold_accuracy,total_grams,total_above_threshold,total_threshold_correct,total_threshold_incorrect,normalized_accuracy
1,7,0.3,0.070364352584839,0.1509164438039959,0.070364352584839,0.0560173168363085,0.4687934782608695,411.4,29.2,13.6,15.6,0.8717948717948718
1,7,0.35,0.0649042212674293,0.1528859735733165,0.0649042212674293,0.0525379859997463,0.4587945777556854,411.4,29.2,13.4,15.799999999999999,0.8481012658227849
1,7,0.4,0.0542765260137545,0.1196695402588544,0.0542765260137545,0.0481032006027893,0.5097643097643098,411.4,25.2,12.2,13.0,0.9384615384615385
1,7,0.45,0.0585189261355493,0.1426468221243875,0.0585189261355493,0.0488041436195706,0.4488465608465608,411.4,24.6,11.0,13.600000000000001,0.8088235294117646
1,7,0.5,0.0634473002222161,0.1442838514221891,0.0634473002222161,0.0531533455164822,0.5014444896023844,411.4,26.4,12.8,13.599999999999998,0.9411764705882355
1,7,0.55,0.0635323532550262,0.1385436830815809,0.0635323532550262,0.0473002445315359,0.557164650757328,411.4,22.0,12.2,9.8,1.2448979591836733
1,7,0.6000000000000001,0.0579415905046249,0.1396031647582,0.0579415905046249,0.0491324280867819,0.5608359213250518,411.4,21.8,11.6,10.200000000000001,1.1372549019607843
1,7,0.65,0.0622632074883688,0.1394137013902271,0.0622632074883688,0.0508010934486808,0.5276094276094276,411.4,22.0,11.4,10.6,1.0754716981132075
1,7,0.7000000000000001,0.0577445163314067,0.1327830450325013,0.0577445163314067,0.0500638450086491,0.5462222222222223,411.4,22.6,12.0,10.600000000000001,1.132075471698113
1,7,0.75,0.0614374976048848,0.1300432288281285,0.0614374976048848,0.0496338336462734,0.5500184026499817,411.4,23.0,12.2,10.8,1.1296296296296295
1,7,0.8,0.0656179932897879,0.1688919877486762,0.0656179932897879,0.0569573320531369,0.5155952380952381,411.4,23.0,11.6,11.4,1.0175438596491226
1,7,0.8500000000000001,0.0626941397657202,0.1624465842751946,0.0626941397657202,0.054930389668703,0.5528703180877093,411.4,23.2,12.6,10.6,1.1886792452830188
1,7,0.9,0.0658764921654478,0.154577394161172,0.0658764921654478,0.0516902700870898,0.5038343050696874,411.4,23.8,11.6,12.200000000000001,0.9508196721311474
1,7,0.95,0.0581067685831864,0.1738445154479828,0.0581067685831864,0.053907760705856,0.563003663003663,411.4,22.6,12.6,10.000000000000002,1.2599999999999998
1,8,0.0,0.0609960674204516,0.1013597155341684,0.0609960674204516,0.0448271246812825,0.0609960674204516,414.6,414.6,24.2,390.40000000000003,0.06198770491803278
1,8,0.05,0.0589256114660858,0.1068433395500463,0.0589256114660858,0.0437881238243615,0.6427450980392156,414.6,18.2,11.6,6.6,1.7575757575757576
1,8,0.1,0.066684368446315,0.1021902823180498,0.066684368446315,0.0455172525307226,0.6392230576441102,414.6,19.4,12.4,6.999999999999998,1.771428571428572
1,8,0.15,0.0701046169319178,0.1193187713617889,0.0701046169319178,0.0478425393987088,0.68372267567314,414.6,18.2,12.4,5.799999999999999,2.137931034482759
1,8,0.2,0.0624407853042034,0.1207119802653487,0.0624407853042034,0.0510750535599863,0.6834989648033126,414.6,19.0,13.0,6.0,2.1666666666666665
1,8,0.25,0.053493493150819,0.0941363901022717,0.053493493150819,0.044330428355787,0.6608683473389356,414.6,18.2,12.0,6.199999999999999,1.9354838709677422
1,8,0.3,0.0649753644152852,0.1251726250144992,0.0649753644152852,0.048185629529329,0.6569746617182342,414.6,19.0,12.6,6.4,1.9687499999999998
1,8,0.35,0.0663433033407519,0.1323342506300034,0.0663433033407519,0.0514045905470254,0.6654021028701336,414.6,18.0,12.0,6.0,2.0
1,8,0.4,0.0465059881322418,0.1189588506692214,0.0465059881322418,0.0454797875400413,0.7140656565656566,414.6,15.4,10.8,4.6,2.347826086956522
1,8,0.45,0.0525441187447617,0.1188363871411092,0.0525441187447617,0.0462315462054269,0.7698242933537052,414.6,15.0,11.6,3.4000000000000004,3.4117647058823524
1,8,0.5,0.0644670757517002,0.1048164561904578,0.0644670757517002,0.0452526176721593,0.801048951048951,414.6,13.2,10.4,2.799999999999999,3.7142857142857157
1,8,0.55,0.0711419704619081,0.1330317430971038,0.0711419704619081,0.0512716588706024,0.8961134453781512,414.6,13.2,11.6,1.5999999999999996,7.250000000000002
1,8,0.6000000000000001,0.0599359986932176,0.1248418997008449,0.0599359986932176,0.0492679567675659,0.8121794871794872,414.6,13.6,11.0,2.5999999999999996,4.230769230769232
1,8,0.65,0.0617648824270959,0.1190119621879276,0.0617648824270959,0.0451262867584449,0.7535714285714286,414.6,13.2,10.2,3.0,3.4
1,8,0.7000000000000001,0.0590511854688546,0.0888599705649994,0.0590511854688546,0.0427271233747174,0.7839366515837104,414.6,14.0,11.0,3.0,3.6666666666666665
1,8,0.75,0.0610654816106684,0.1298493249329513,0.0610654816106684,0.0483808272832699,0.8162229437229438,414.6,14.2,11.6,2.5999999999999996,4.461538461538462
1,8,0.8,0.0682692782765018,0.1228939647311633,0.0682692782765018,0.0508924166241401,0.816025641025641,414.6,14.0,11.4,2.5999999999999996,4.384615384615385
1,8,0.8500000000000001,0.0644334361862739,0.1119575226841962,0.0644334361862739,0.0497340931773347,0.7952991452991454,414.6,14.4,11.4,3.0,3.8000000000000003
1,8,0.9,0.0510590329155008,0.101951319689494,0.0510590329155008,0.0434364849969017,0.8000757575757577,414.6,13.6,11.0,2.5999999999999996,4.230769230769232
1,8,0.95,0.0589191539821898,0.0895010007164949,0.0589191539821898,0.0456332082007899,0.8207925407925407,414.6,12.4,10.2,2.200000000000001,4.636363636363634
1,9,0.0,0.053179277533307,0.092522778220226,0.053179277533307,0.0432629332040024,0.053179277533307,417.8,417.8,21.4,396.40000000000003,0.053985872855701306
1,9,0.05,0.0583462833410347,0.1321004792926181,0.0583462833410347,0.0491455832409296,0.7566239316239316,417.8,17.0,12.8,4.199999999999999,3.0476190476190483
1,9,0.1,0.0533410107230765,0.1165141222801093,0.0533410107230765,0.0465694919759916,0.7153474544778893,417.8,17.8,12.8,5.0,2.56
1,9,0.15,0.0580702931695489,0.1340297693060479,0.0580702931695489,0.0486539155275431,0.744546973494342,417.8,17.8,13.4,4.4,3.0454545454545454
1,9,0.2,0.0695074759924405,0.1247650529981473,0.0695074759924405,0.0511766882102515,0.7343128654970761,417.8,17.8,13.0,4.800000000000001,2.708333333333333
1,9,0.25,0.0596072590557511,0.1212696132492676,0.0596072590557511,0.0484277736419025,0.7313654044613797,417.8,17.8,13.0,4.800000000000001,2.708333333333333
1,9,0.3,0.0612580573163147,0.1352443800231636,0.0612580573163147,0.0502482866760022,0.7408943928448573,417.8,17.8,13.2,4.600000000000001,2.8695652173913033
1,9,0.35,0.0560038188077776,0.1027948247290271,0.0560038188077776,0.0455153360147081,0.7368642193719593,417.8,16.6,12.2,4.400000000000002,2.772727272727271
1,9,0.4,0.0526582224933015,0.1087818557253673,0.0526582224933015,0.0452520846445944,0.7916514041514041,417.8,14.4,11.2,3.200000000000001,3.4999999999999987
1,9,0.45,0.0563674880340583,0.1024390660569879,0.0563674880340583,0.0442958370283188,0.7536904761904762,417.8,15.0,11.4,3.5999999999999996,3.166666666666667
1,9,0.5,0.0548747011455548,0.1319452369736843,0.0548747011455548,0.0508123705671525,0.8240522875816992,417.8,14.0,11.4,2.5999999999999996,4.384615384615385
1,9,0.55,0.0501665834102493,0.1365953267437993,0.0501665834102493,0.0477141031418389,0.8992842451665981,417.8,12.6,11.4,1.1999999999999993,9.500000000000005
1,9,0.6000000000000001,0.0504246580008386,0.1110849899754227,0.0504246580008386,0.0459906692380515,0.8930402930402931,417.8,13.0,11.4,1.5999999999999996,7.125000000000002
1,9,0.65,0.0677227235701876,0.138634842160003,0.0677227235701876,0.0527011447311164,0.9265800865800866,417.8,12.4,11.4,1.0,11.4
1,9,0.7000000000000001,0.0606512092646094,0.1233035320547205,0.0606512092646094,0.048275805814283,0.9214285714285716,417.8,12.0,11.0,1.0,11.0
1,9,0.75,0.0653719225563516,0.1508053266243334,0.0653719225563516,0.0514843431107364,0.9220085470085472,417.8,11.8,10.8,1.0,10.8
1,9,0.8,0.0619216939670802,0.1285838835824531,0.0619216939670802,0.0474559272320451,0.8897668997668997,417.8,12.6,11.2,1.4000000000000004,7.999999999999997
1,9,0.8500000000000001,0.0526201613198942,0.1200295574036723,0.0526201613198942,0.048245848024959,0.8932539682539682,417.8,12.8,11.4,1.4000000000000004,8.14285714285714
1,9,0.9,0.0663108558438324,0.1416836846592598,0.0663108558438324,0.0513648775916843,0.9258212375859436,417.8,12.6,11.6,1.0,11.6
1,9,0.95,0.0568296321074705,0.1276446085692107,0.0568296321074705,0.0477957253981138,0.9106060606060604,417.8,11.6,10.6,1.0,10.6
1,10,0.0,0.0555106481657253,0.1398615730017618,0.0555106481657253,0.0483522504690576,0.0555106481657253,421.0,421.0,23.2,397.8,0.05832076420311714
1,10,0.05,0.0665312401084155,0.1188844476104433,0.0665312401084155,0.0448499093911597,0.6869747899159664,421.0,17.0,11.6,5.4,2.148148148148148
1,10,0.1,0.0552748849915031,0.1314300102808343,0.0552748849915031,0.0478248378718013,0.731812865497076,421.0,17.8,13.0,4.800000000000001,2.708333333333333
1,10,0.15,0.062749320053233,0.1312718282631977,0.062749320053233,0.0492162451538516,0.7372234935163997,421.0,17.8,13.2,4.600000000000001,2.8695652173913033
1,10,0.2,0.058054184881231,0.1509227176958656,0.058054184881231,0.0518624989782132,0.7599439775910364,421.0,17.4,13.2,4.199999999999999,3.1428571428571432
1,10,0.25,0.052862121662462,0.136557797784442,0.052862121662462,0.0478010675142952,0.7371539961013646,421.0,17.8,13.2,4.600000000000001,2.8695652173913033
1,10,0.3,0.0542954313200779,0.1365470212024331,0.0542954313200779,0.0465993334072504,0.7286111111111111,421.0,17.0,12.4,4.6,2.695652173913044
1,10,0.35,0.0649039994238875,0.1405842934337063,0.0649039994238875,0.0530840890926378,0.7438923395445134,421.0,16.6,12.2,4.400000000000002,2.772727272727271
1,10,0.4,0.0730847552117793,0.1538858816359337,0.0730847552117793,0.0594759783300944,0.8222619047619049,421.0,14.6,12.0,2.5999999999999996,4.615384615384616
1,10,0.45,0.0596341021710113,0.1212032380045562,0.0596341021710113,0.0441929168242905,0.7126340326340326,421.0,14.4,10.2,4.200000000000001,2.428571428571428
1,10,0.5,0.0660958267520027,0.1107638886111765,0.0660958267520027,0.0454650193743949,0.8342857142857143,421.0,13.8,11.4,2.4000000000000004,4.749999999999999
1,10,0.55,0.0560179047478429,0.1248841028782287,0.0560179047478429,0.0440552541928958,0.8896574014221074,421.0,11.8,10.4,1.4000000000000004,7.428571428571427
1,10,0.6000000000000001,0.054348879468218,0.1071944133975526,0.054348879468218,0.0420354278941661,0.8592948717948719,421.0,12.6,10.6,2.0,5.3
