task_number,n_components,confidence_threshold,total_accuracy,total_threshold_accuracy,total_grams,total_above_threshold,total_threshold_correct,total_threshold_incorrect,normalized_accuracy
3,10,-inf,0.1751835393533609,0.1751835393533609,645.8,645.8,112.0,533.8,0.20981641064068943
3,10,-1000000.0,0.15000387691646289,0.15000387691646289,645.8,645.8,112.0,533.8,0.20981641064068943
3,10,-100000.0,0.16952967389682136,0.16959069375301242,645.8,645.4,112.0,533.4,0.2099737532808399
3,10,-10000.0,0.17363957493955284,0.17363957493955284,645.8,645.8,112.0,533.8,0.20981641064068943
3,10,-1000.0,0.16386011794558333,0.16386011794558333,645.8,645.8,112.0,533.8,0.20981641064068943
3,10,-100.0,0.1524477123273658,0.1524477123273658,645.8,645.8,112.0,533.8,0.20981641064068943
3,10,-15.0,0.1613645652872536,0.1613645652872536,645.8,645.8,112.0,533.8,0.20981641064068943
3,10,-10.0,0.1648167133303991,0.1648167133303991,645.8,645.8,112.0,533.8,0.20981641064068943
3,10,-6.0,0.16284300020892176,0.1603643985051715,645.8,629.6,107.8,521.8000000000001,0.2065925642008432
3,10,0.0,0.17747505659751805,0.0,645.8,0.0,0.0,0.0,
3,15,-inf,0.1675400894653674,0.1675400894653674,645.8,645.8,112.0,533.8,0.20981641064068943
3,15,-1000000.0,0.17146062892481473,0.17146062892481473,645.8,645.8,112.0,533.8,0.20981641064068943
3,15,-100000.0,0.16852139095000102,0.16852139095000102,645.8,645.8,112.0,533.8,0.20981641064068943
3,15,-10000.0,0.17400600542739947,0.17400600542739947,645.8,645.8,112.0,533.8,0.20981641064068943
3,15,-1000.0,0.17535721416070715,0.17535721416070715,645.8,645.8,112.0,533.8,0.20981641064068943
3,15,-100.0,0.15551716091150056,0.15551716091150056,645.8,645.8,112.0,533.8,0.20981641064068943
3,15,-15.0,0.16055987667173474,0.16055987667173474,645.8,645.8,112.0,533.8,0.20981641064068943
3,15,-10.0,0.17713504208393946,0.17713504208393946,645.8,645.8,112.0,533.8,0.20981641064068943
3,15,-6.0,0.165306090369496,0.1636890998883493,645.8,625.6,107.6,518.0,0.20772200772200772
3,15,0.0,0.1800518905184076,0.0,645.8,0.0,0.0,0.0,
3,20,-inf,0.17211639970917136,0.17211639970917136,645.8,645.8,112.0,533.8,0.20981641064068943
3,20,-1000000.0,0.17380947926892035,0.17380947926892035,645.8,645.8,107.8,538.0,0.2003717472118959
3,20,-100000.0,0.17057148437851202,0.17057148437851202,645.8,645.8,112.0,533.8,0.20981641064068943
3,20,-10000.0,0.1625162510073026,0.1625162510073026,645.8,645.8,112.0,533.8,0.20981641064068943
3,20,-1000.0,0.1757648982277394,0.1757648982277394,645.8,645.8,112.0,533.8,0.20981641064068943
3,20,-100.0,0.17315429890588896,0.17315429890588896,645.8,645.8,107.8,538.0,0.2003717472118959
3,20,-15.0,0.16606511619662825,0.16606511619662825,645.8,645.8,112.0,533.8,0.20981641064068943
